# JMH version: 1.19
# VM version: JDK 15, VM 15+36-Ubuntu-1
# VM invoker: /usr/lib/jvm/java-15-openjdk-amd64/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: nl.pim16aap2.ProtocolLibBenchmark.BenchmarkRunner.benchmarkForwardedMethods

# Run progress: 0.00% complete, ETA 01:33:20
# Fork: 1 of 10
# Warmup Iteration   1: 0.132 ops/ns
# Warmup Iteration   2: 0.133 ops/ns
# Warmup Iteration   3: 0.164 ops/ns
# Warmup Iteration   4: 0.163 ops/ns
# Warmup Iteration   5: 0.164 ops/ns
# Warmup Iteration   6: 0.164 ops/ns
# Warmup Iteration   7: 0.163 ops/ns
# Warmup Iteration   8: 0.163 ops/ns
# Warmup Iteration   9: 0.163 ops/ns
# Warmup Iteration  10: 0.162 ops/ns
# Warmup Iteration  11: 0.161 ops/ns
# Warmup Iteration  12: 0.164 ops/ns
# Warmup Iteration  13: 0.163 ops/ns
# Warmup Iteration  14: 0.162 ops/ns
# Warmup Iteration  15: 0.164 ops/ns
# Warmup Iteration  16: 0.164 ops/ns
# Warmup Iteration  17: 0.164 ops/ns
# Warmup Iteration  18: 0.158 ops/ns
# Warmup Iteration  19: 0.159 ops/ns
# Warmup Iteration  20: 0.160 ops/ns
# Warmup Iteration  17: 0.170 ops/ns
# Warmup Iteration  18: 0.167 ops/ns
# Warmup Iteration  19: 0.171 ops/ns
# Warmup Iteration  20: 0.170 ops/ns
Iteration   1: 0.170 ops/ns
Iteration   2: 0.170 ops/ns
Iteration   3: 0.170 ops/ns
Iteration   4: 0.171 ops/ns
Iteration   5: 0.172 ops/ns
Iteration   6: 0.170 ops/ns
Iteration   7: 0.170 ops/ns
Iteration   8: 0.169 ops/ns
Iteration   9: 0.170 ops/ns
Iteration  10: 0.170 ops/ns
Iteration  11: 0.171 ops/ns
Iteration  12: 0.169 ops/ns
Iteration  13: 0.169 ops/ns
Iteration  14: 0.170 ops/ns
Iteration  15: 0.166 ops/ns
Iteration  16: 0.168 ops/ns
Iteration  17: 0.168 ops/ns
Iteration  18: 0.169 ops/ns
Iteration  19: 0.170 ops/ns
Iteration  20: 0.167 ops/ns

# Run progress: 4.29% complete, ETA 01:30:33
# Fork: 7 of 10
# Warmup Iteration   1: 0.129 ops/ns
# Warmup Iteration   2: 0.133 ops/ns
# Warmup Iteration   3: 0.162 ops/ns
# Warmup Iteration   4: 0.162 ops/ns
# Warmup Iteration   5: 0.160 ops/ns
# Warmup Iteration   6: 0.163 ops/ns
# Warmup Iteration   7: 0.160 ops/ns
# Warmup Iteration   8: 0.160 ops/ns
# Warmup Iteration   9: 0.163 ops/ns
# Warmup Iteration  10: 0.164 ops/ns
# Warmup Iteration  11: 0.162 ops/ns
# Warmup Iteration  12: 0.163 ops/ns
# Warmup Iteration  13: 0.163 ops/ns
# Warmup Iteration  14: 0.166 ops/ns
# Warmup Iteration  15: 0.163 ops/ns
# Warmup Iteration  16: 0.162 ops/ns
# Warmup Iteration  17: 0.161 ops/ns
# Warmup Iteration  18: 0.160 ops/ns
# Warmup Iteration  19: 0.164 ops/ns
# Warmup Iteration  20: 0.165 ops/ns
Iteration   1: 0.166 ops/ns
Iteration   2: 0.166 ops/ns
Iteration   3: 0.166 ops/ns
Iteration   4: 0.164 ops/ns
Iteration   5: 0.164 ops/ns
Iteration   6: 0.162 ops/ns
Iteration   7: 0.157 ops/ns
Iteration   8: 0.164 ops/ns
Iteration   9: 0.164 ops/ns
Iteration  10: 0.164 ops/ns
Iteration  11: 0.164 ops/ns
Iteration  12: 0.163 ops/ns
Iteration  13: 0.157 ops/ns
Iteration  14: 0.165 ops/ns
Iteration  15: 0.165 ops/ns
Iteration  16: 0.165 ops/ns
Iteration  17: 0.164 ops/ns
Iteration  18: 0.161 ops/ns
Iteration  19: 0.160 ops/ns
Iteration  20: 0.157 ops/ns

# Run progress: 5.00% complete, ETA 01:29:53
# Fork: 8 of 10
# Warmup Iteration   1: 0.135 ops/ns
# Warmup Iteration   2: 0.137 ops/ns
# Warmup Iteration   3: 0.167 ops/ns
# Warmup Iteration   4: 0.168 ops/ns
# Warmup Iteration   5: 0.167 ops/ns
# Warmup Iteration   6: 0.169 ops/ns
# Warmup Iteration   7: 0.167 ops/ns
# Warmup Iteration   8: 0.168 ops/ns
# Warmup Iteration   9: 0.168 ops/ns
# Warmup Iteration  10: 0.169 ops/ns
# Warmup Iteration  11: 0.171 ops/ns
# Warmup Iteration  12: 0.170 ops/ns
# Warmup Iteration  13: 0.168 ops/ns
# Warmup Iteration  14: 0.169 ops/ns
# Warmup Iteration  15: 0.168 ops/ns
# Warmup Iteration  16: 0.157 ops/ns
# Warmup Iteration  17: 0.165 ops/ns
# Warmup Iteration  18: 0.166 ops/ns
# Warmup Iteration  19: 0.164 ops/ns
# Warmup Iteration  20: 0.167 ops/ns
Iteration   1: 0.167 ops/ns
Iteration   2: 0.167 ops/ns
Iteration   3: 0.168 ops/ns
Iteration   4: 0.169 ops/ns
Iteration   5: 0.169 ops/ns
Iteration   6: 0.168 ops/ns
Iteration   7: 0.168 ops/ns
Iteration   8: 0.167 ops/ns
Iteration   9: 0.167 ops/ns
Iteration  10: 0.167 ops/ns
Iteration  11: 0.166 ops/ns
Iteration  12: 0.167 ops/ns
Iteration  13: 0.166 ops/ns
Iteration  14: 0.167 ops/ns
Iteration  15: 0.169 ops/ns
Iteration  16: 0.170 ops/ns
Iteration  17: 0.170 ops/ns
Iteration  18: 0.170 ops/ns
Iteration  19: 0.167 ops/ns
Iteration  20: 0.168 ops/ns

# Run progress: 5.71% complete, ETA 01:29:12
# Fork: 9 of 10
# Warmup Iteration   1: 0.132 ops/ns
# Warmup Iteration   2: 0.134 ops/ns
# Warmup Iteration   3: 0.164 ops/ns
# Warmup Iteration   4: 0.168 ops/ns
# Warmup Iteration   5: 0.168 ops/ns
# Warmup Iteration   6: 0.169 ops/ns
# Warmup Iteration   7: 0.170 ops/ns
# Warmup Iteration   8: 0.170 ops/ns
# Warmup Iteration   9: 0.170 ops/ns
# Warmup Iteration  10: 0.170 ops/ns
# Warmup Iteration  11: 0.170 ops/ns
# Warmup Iteration  12: 0.170 ops/ns
# Warmup Iteration  13: 0.168 ops/ns
# Warmup Iteration  14: 0.168 ops/ns
# Warmup Iteration  15: 0.168 ops/ns
# Warmup Iteration  16: 0.168 ops/ns
# Warmup Iteration  17: 0.168 ops/ns
# Warmup Iteration  18: 0.169 ops/ns
# Warmup Iteration  19: 0.170 ops/ns
# Warmup Iteration  20: 0.171 ops/ns
Iteration   1: 0.171 ops/ns
Iteration   2: 0.172 ops/ns
Iteration   3: 0.171 ops/ns
Iteration   4: 0.170 ops/ns
Iteration   5: 0.170 ops/ns
Iteration   6: 0.170 ops/ns
Iteration   7: 0.169 ops/ns
Iteration   8: 0.168 ops/ns
Iteration   9: 0.169 ops/ns
Iteration  10: 0.168 ops/ns
Iteration  11: 0.168 ops/ns
Iteration  12: 0.168 ops/ns
Iteration  13: 0.170 ops/ns
Iteration  14: 0.171 ops/ns
Iteration  15: 0.170 ops/ns
Iteration  16: 0.170 ops/ns
Iteration  17: 0.170 ops/ns
Iteration  18: 0.170 ops/ns
Iteration  19: 0.170 ops/ns
Iteration  20: 0.170 ops/ns

# Run progress: 6.43% complete, ETA 01:28:32
# Fork: 10 of 10
# Warmup Iteration   1: 0.133 ops/ns
# Warmup Iteration   2: 0.134 ops/ns
# Warmup Iteration   3: 0.163 ops/ns
# Warmup Iteration   4: 0.164 ops/ns
# Warmup Iteration   5: 0.165 ops/ns
# Warmup Iteration   6: 0.165 ops/ns
# Warmup Iteration   7: 0.166 ops/ns
# Warmup Iteration   8: 0.166 ops/ns
# Warmup Iteration   9: 0.165 ops/ns
# Warmup Iteration  10: 0.165 ops/ns
# Warmup Iteration  11: 0.165 ops/ns
# Warmup Iteration  12: 0.163 ops/ns
# Warmup Iteration  13: 0.163 ops/ns
# Warmup Iteration  14: 0.163 ops/ns
# Warmup Iteration  15: 0.165 ops/ns
# Warmup Iteration  16: 0.167 ops/ns
# Warmup Iteration  17: 0.167 ops/ns
# Warmup Iteration  18: 0.167 ops/ns
# Warmup Iteration  19: 0.168 ops/ns
# Warmup Iteration  20: 0.168 ops/ns
Iteration   1: 0.169 ops/ns
Iteration   2: 0.168 ops/ns
Iteration   3: 0.168 ops/ns
Iteration   4: 0.169 ops/ns
Iteration   5: 0.169 ops/ns
Iteration   6: 0.164 ops/ns
Iteration   7: 0.166 ops/ns
Iteration   8: 0.165 ops/ns
Iteration   9: 0.165 ops/ns
Iteration  10: 0.165 ops/ns
Iteration  11: 0.166 ops/ns
Iteration  12: 0.164 ops/ns
Iteration  13: 0.160 ops/ns
Iteration  14: 0.160 ops/ns
Iteration  15: 0.161 ops/ns
Iteration  16: 0.164 ops/ns
Iteration  17: 0.166 ops/ns
Iteration  18: 0.167 ops/ns
Iteration  19: 0.167 ops/ns
Iteration  20: 0.166 ops/ns


Result "nl.pim16aap2.ProtocolLibBenchmark.BenchmarkRunner.benchmarkForwardedMethods":
  0.167 ±(99.9%) 0.001 ops/ns [Average]
  (min, avg, max) = (0.153, 0.167, 0.172), stdev = 0.003
  CI (99.9%): [0.166, 0.167] (assumes normal distribution)


# JMH version: 1.19
# VM version: JDK 15, VM 15+36-Ubuntu-1
# VM invoker: /usr/lib/jvm/java-15-openjdk-amd64/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: nl.pim16aap2.ProtocolLibBenchmark.BenchmarkRunner.benchmarkGetProxyPlayer

# Run progress: 7.14% complete, ETA 01:27:51
# Fork: 1 of 10
# Warmup Iteration   1: 0.342 ops/ns
# Warmup Iteration   2: 0.151 ops/ns
# Warmup Iteration   3: 0.195 ops/ns
# Warmup Iteration   4: 0.193 ops/ns
# Warmup Iteration   5: 0.193 ops/ns
# Warmup Iteration   6: 0.193 ops/ns
# Warmup Iteration   7: 0.195 ops/ns
# Warmup Iteration   8: 0.195 ops/ns
# Warmup Iteration   9: 0.197 ops/ns
# Warmup Iteration  10: 0.196 ops/ns
# Warmup Iteration  11: 0.196 ops/ns
# Warmup Iteration  12: 0.196 ops/ns
# Warmup Iteration  13: 0.195 ops/ns
# Warmup Iteration  14: 0.193 ops/ns
# Warmup Iteration  15: 0.194 ops/ns
# Warmup Iteration  16: 0.193 ops/ns
# Warmup Iteration  17: 0.192 ops/ns
# Warmup Iteration  18: 0.198 ops/ns
# Warmup Iteration  19: 0.196 ops/ns
# Warmup Iteration  20: 0.195 ops/ns
Iteration   1: 0.198 ops/ns
Iteration   2: 0.196 ops/ns
Iteration   3: 0.187 ops/ns
Iteration   4: 0.173 ops/ns
Iteration   5: 0.131 ops/ns
Iteration   6: 0.159 ops/ns
Iteration   7: 0.195 ops/ns
Iteration   8: 0.194 ops/ns
Iteration   9: 0.192 ops/ns
Iteration  10: 0.186 ops/ns
Iteration  11: 0.196 ops/ns
Iteration  12: 0.197 ops/ns
Iteration  13: 0.194 ops/ns
Iteration  14: 0.193 ops/ns
Iteration  15: 0.192 ops/ns
Iteration  16: 0.192 ops/ns
Iteration  17: 0.195 ops/ns
Iteration  18: 0.192 ops/ns
Iteration  19: 0.194 ops/ns
Iteration  20: 0.185 ops/ns

# Run progress: 7.86% complete, ETA 01:27:11
# Fork: 2 of 10
# Warmup Iteration   1: 0.324 ops/ns
# Warmup Iteration   2: 0.147 ops/ns
# Warmup Iteration   3: 0.162 ops/ns
# Warmup Iteration   4: 0.187 ops/ns
# Warmup Iteration   5: 0.187 ops/ns
# Warmup Iteration   6: 0.197 ops/ns
# Warmup Iteration   7: 0.198 ops/ns
# Warmup Iteration   8: 0.199 ops/ns
# Warmup Iteration   9: 0.198 ops/ns
# Warmup Iteration  10: 0.203 ops/ns
# Warmup Iteration  11: 0.202 ops/ns
# Warmup Iteration  12: 0.194 ops/ns
# Warmup Iteration  13: 0.195 ops/ns
# Warmup Iteration  14: 0.197 ops/ns
# Warmup Iteration  15: 0.200 ops/ns
# Warmup Iteration  16: 0.202 ops/ns
# Warmup Iteration  17: 0.202 ops/ns
# Warmup Iteration  18: 0.194 ops/ns
# Warmup Iteration  19: 0.198 ops/ns
# Warmup Iteration  20: 0.195 ops/ns
Iteration   1: 0.196 ops/ns
Iteration   2: 0.202 ops/ns
Iteration   3: 0.201 ops/ns
Iteration   4: 0.187 ops/ns
Iteration   5: 0.199 ops/ns
Iteration   6: 0.200 ops/ns
Iteration   7: 0.195 ops/ns
Iteration   8: 0.197 ops/ns
Iteration   9: 0.199 ops/ns
Iteration  10: 0.200 ops/ns
Iteration  11: 0.201 ops/ns
Iteration  12: 0.202 ops/ns
Iteration  13: 0.201 ops/ns
Iteration  14: 0.200 ops/ns
Iteration  15: 0.202 ops/ns
Iteration  16: 0.200 ops/ns
Iteration  17: 0.202 ops/ns
Iteration  18: 0.201 ops/ns
Iteration  19: 0.199 ops/ns
Iteration  20: 0.201 ops/ns

# Run progress: 8.57% complete, ETA 01:26:30
# Fork: 3 of 10
# Warmup Iteration   1: 0.334 ops/ns
# Warmup Iteration   2: 0.148 ops/ns
# Warmup Iteration   3: 0.196 ops/ns
# Warmup Iteration   4: 0.195 ops/ns
# Warmup Iteration   5: 0.193 ops/ns
# Warmup Iteration   6: 0.191 ops/ns
# Warmup Iteration   7: 0.193 ops/ns
# Warmup Iteration   8: 0.194 ops/ns
# Warmup Iteration   9: 0.198 ops/ns
# Warmup Iteration  10: 0.194 ops/ns
# Warmup Iteration  11: 0.194 ops/ns
# Warmup Iteration  12: 0.195 ops/ns
# Warmup Iteration  13: 0.196 ops/ns
# Warmup Iteration  14: 0.198 ops/ns
# Warmup Iteration  15: 0.197 ops/ns
# Warmup Iteration  16: 0.197 ops/ns
# Warmup Iteration  17: 0.189 ops/ns
# Warmup Iteration  18: 0.196 ops/ns
# Warmup Iteration  19: 0.198 ops/ns
# Warmup Iteration  20: 0.197 ops/ns
Iteration   1: 0.194 ops/ns
Iteration   2: 0.195 ops/ns
Iteration   3: 0.195 ops/ns
Iteration   4: 0.194 ops/ns
Iteration   5: 0.193 ops/ns
Iteration   6: 0.194 ops/ns
Iteration   7: 0.196 ops/ns
Iteration   8: 0.199 ops/ns
Iteration   9: 0.197 ops/ns
Iteration  10: 0.198 ops/ns
Iteration  11: 0.192 ops/ns
Iteration  12: 0.192 ops/ns
Iteration  13: 0.192 ops/ns
Iteration  14: 0.191 ops/ns
Iteration  15: 0.194 ops/ns
Iteration  16: 0.196 ops/ns
Iteration  17: 0.197 ops/ns
Iteration  18: 0.192 ops/ns
Iteration  19: 0.196 ops/ns
Iteration  20: 0.194 ops/ns

# Run progress: 9.29% complete, ETA 01:25:50
# Fork: 4 of 10
# Warmup Iteration   1: 0.343 ops/ns
# Warmup Iteration   2: 0.151 ops/ns
# Warmup Iteration   3: 0.197 ops/ns
# Warmup Iteration   4: 0.197 ops/ns
# Warmup Iteration   5: 0.200 ops/ns
# Warmup Iteration   6: 0.198 ops/ns
# Warmup Iteration   7: 0.198 ops/ns
# Warmup Iteration   8: 0.199 ops/ns
# Warmup Iteration   9: 0.201 ops/ns
# Warmup Iteration  10: 0.203 ops/ns
# Warmup Iteration  11: 0.201 ops/ns
# Warmup Iteration  12: 0.203 ops/ns
# Warmup Iteration  13: 0.203 ops/ns
# Warmup Iteration  14: 0.203 ops/ns
# Warmup Iteration  15: 0.203 ops/ns
# Warmup Iteration  16: 0.199 ops/ns
# Warmup Iteration  17: 0.204 ops/ns
# Warmup Iteration  18: 0.203 ops/ns
# Warmup Iteration  19: 0.202 ops/ns
# Warmup Iteration  20: 0.203 ops/ns
Iteration   1: 0.203 ops/ns
Iteration   2: 0.202 ops/ns
Iteration   3: 0.200 ops/ns
Iteration   4: 0.198 ops/ns
Iteration   5: 0.202 ops/ns
Iteration   6: 0.204 ops/ns
Iteration   7: 0.202 ops/ns
Iteration   8: 0.201 ops/ns
Iteration   9: 0.204 ops/ns
Iteration  10: 0.203 ops/ns
Iteration  11: 0.204 ops/ns
Iteration  12: 0.202 ops/ns
Iteration  13: 0.203 ops/ns
Iteration  14: 0.203 ops/ns
Iteration  15: 0.204 ops/ns
Iteration  16: 0.197 ops/ns
Iteration  17: 0.204 ops/ns
Iteration  18: 0.204 ops/ns
Iteration  19: 0.202 ops/ns
Iteration  20: 0.202 ops/ns

# Run progress: 10.00% complete, ETA 01:25:09
# Fork: 5 of 10
# Warmup Iteration   1: 0.349 ops/ns
# Warmup Iteration   2: 0.155 ops/ns
# Warmup Iteration   3: 0.199 ops/ns
# Warmup Iteration   4: 0.201 ops/ns
# Warmup Iteration   5: 0.197 ops/ns
# Warmup Iteration   6: 0.199 ops/ns
# Warmup Iteration   7: 0.200 ops/ns
# Warmup Iteration   8: 0.197 ops/ns
# Warmup Iteration   9: 0.195 ops/ns
# Warmup Iteration  10: 0.198 ops/ns
# Warmup Iteration  11: 0.199 ops/ns
# Warmup Iteration  12: 0.197 ops/ns
# Warmup Iteration  13: 0.196 ops/ns
# Warmup Iteration  14: 0.192 ops/ns
# Warmup Iteration  15: 0.191 ops/ns
# Warmup Iteration  16: 0.197 ops/ns
# Warmup Iteration  17: 0.199 ops/ns
# Warmup Iteration  18: 0.200 ops/ns
# Warmup Iteration  19: 0.200 ops/ns
# Warmup Iteration  20: 0.200 ops/ns
Iteration   1: 0.197 ops/ns
Iteration   2: 0.200 ops/ns
Iteration   3: 0.201 ops/ns
Iteration   4: 0.194 ops/ns
Iteration   5: 0.195 ops/ns
Iteration   6: 0.191 ops/ns
Iteration   7: 0.193 ops/ns
Iteration   8: 0.192 ops/ns
Iteration   9: 0.189 ops/ns
